Gene_Symbol,Chr,Start,End,Strand,GeneLength,MOGSP_2,MOGSP_3,MOG_3,MOG_4,MOG_5,Ly49N_1,Ly49P_1,Ly49N_2,Ly49P_2,Ly49N_3,Ly49P_3
Sncg,chr14,34370274,34374789,-,4515,5,0,0,0,0,4,2,8,5,4,7
Mmrn2,chr14,34375465,34404287,+,28822,0,0,0,0,0,14,38,35,18,18,42
Bmpr1a,chr14,34410734,34503341,-,92607,65,1,11,23,0,34,53,46,74,37,75
Gm17110,chr14,34501715,34502684,+,969,1,1,0,0,0,3,6,0,9,1,7
9230112D13Rik,chr14,34511621,34522801,-,11180,0,0,0,0,0,0,0,0,0,0,0
Gm48953,chr14,34516195,34516676,+,481,0,0,0,0,0,4,0,0,1,0,0
Ldb3,chr14,34526603,34588682,-,62079,0,0,0,0,0,10,0,10,1,5,0
Opn4,chr14,34590618,34600142,-,9524,0,0,0,0,0,3,0,6,0,1,0
Gm49012,chr14,34591092,34605700,+,14608,0,0,0,0,0,1,0,9,0,1,5
Gm49024,chr14,34661707,34662704,+,997,0,0,0,0,0,0,0,0,0,1,0
Gm49025,chr14,34668031,34668339,-,308,0,1,0,0,0,18,4,19,7,24,9
5830448L01Rik,chr14,34672465,34673763,-,1298,8,13,48,12,5,14,53,17,43,22,47
Wapl,chr14,34673928,34747983,+,74055,2638,4293,972,4706,2844,2022,5259,2098,5144,2266,7366
A930038B10Rik,chr14,34759402,34770553,+,11151,0,0,0,3,0,1,0,12,0,8,4
Gm49032,chr14,34768956,34770055,-,1099,0,0,0,0,0,0,0,0,0,0,0
Grid1,chr14,34820108,35583379,+,763271,0,0,0,0,0,14,0,43,1,21,1
Mir346,chr14,34894609,34894706,+,97,0,0,0,0,0,0,0,1,0,0,0
Gm49034,chr14,35219139,35219438,-,299,0,0,0,0,0,0,0,0,0,0,0
Gm19016,chr14,35548132,35549126,-,994,0,0,0,0,0,5,0,4,2,5,1
Gm27617,chr14,35569953,35570120,+,167,0,0,0,0,0,0,0,0,0,0,0
4930596D02Rik,chr14,35809488,35811978,-,2490,0,0,0,0,0,3,0,0,0,0,1
Gm49039,chr14,35820609,35821060,+,451,0,0,0,0,0,0,0,0,0,0,0
Gm49040,chr14,35980994,35981268,+,274,0,0,0,0,0,0,0,1,0,0,0
Gm46474,chr14,36013948,36015385,+,1437,0,0,0,0,0,0,0,1,0,1,0
Gm19129,chr14,36050560,36051220,+,660,0,0,0,0,0,1,0,1,0,0,1
Gm7853,chr14,36089359,36090816,-,1457,0,0,0,0,0,2,0,14,0,2,1
4930474N05Rik,chr14,36094917,36100114,+,5197,0,0,0,0,0,1,0,3,0,4,0
Gm48663,chr14,36231441,36232041,-,600,0,0,0,0,0,7,0,4,1,8,0
Gm24394,chr14,36612117,36612239,+,122,0,0,0,0,0,0,0,1,0,0,0
Gm17940,chr14,36619278,36620087,+,809,0,0,0,0,0,1,0,0,0,3,0
Gm25204,chr14,36767425,36767530,+,105,0,0,0,0,0,0,0,0,0,0,0
n-R5s46,chr14,36855929,36856044,-,115,0,0,2,0,0,1,0,0,0,0,0
Ccser2,chr14,36874936,36968777,-,93841,1205,781,627,1612,2126,748,2211,795,2202,836,3035
Gm47885,chr14,37023959,37024534,-,575,48,78,132,113,66,17,15,32,12,27,48
Rgr,chr14,37034909,37048964,-,14055,0,0,0,0,0,107,0,55,3,53,12
Lrit1,chr14,37054830,37064946,+,10116,0,0,0,0,0,0,0,4,0,0,0
Lrit2,chr14,37067929,37073743,+,5814,0,0,0,0,0,7,0,13,5,16,2
Cdhr1,chr14,37077857,37098347,-,20490,0,0,0,0,0,2,4,12,11,12,3
2610528A11Rik,chr14,37102140,37114022,-,11882,0,0,0,0,0,44,5,28,10,38,7
Ghitm,chr14,37120092,37135272,-,15180,9756,13674,9204,13684,12009,11281,15586,14653,11091,13742,15000
Gm18834,chr14,37182204,37183065,-,861,0,0,0,0,0,0,0,3,0,0,0
Gm22469,chr14,37224869,37225001,+,132,0,0,0,0,0,0,0,0,0,1,0
Gm23909,chr14,37437490,37437620,-,130,0,0,0,0,0,1,0,7,2,2,0
Gm47971,chr14,37465822,37467898,-,2076,0,0,0,0,0,2,0,1,0,1,0
Gm31393,chr14,37601107,37606788,-,5681,0,0,0,0,0,0,0,0,0,2,1
Gm5203,chr14,37722117,37722937,+,820,0,1,0,0,0,0,1,0,0,0,1
Gm5204,chr14,37911848,37912698,-,850,0,0,0,0,0,0,0,0,0,0,0
Gm47974,chr14,38047983,38051136,+,3153,0,0,0,0,0,1,0,12,0,2,0
Gm18523,chr14,38074111,38074901,+,790,0,0,0,0,0,5,0,6,5,4,4
Gm31456,chr14,38317904,38337126,+,19222,0,0,0,0,0,0,0,0,0,0,0
Nrg3,chr14,38368952,39473088,-,1104136,0,0,0,0,0,8,0,29,0,5,3
Gm20641,chr14,38522049,38532311,+,10262,0,0,0,0,0,0,0,0,0,0,0
Nrg3os,chr14,38898302,38958794,+,60492,0,0,0,0,0,7,0,1,0,1,1
Gm27332,chr14,38899833,38899944,-,111,0,0,0,0,0,0,0,0,0,0,0
Gm20642,chr14,39220071,39250430,+,30359,0,0,0,0,0,13,0,9,1,11,6
1700109I08Rik,chr14,39655663,39685293,+,29630,0,0,0,0,0,1,0,1,0,0,0
Gm35389,chr14,39839784,39840009,-,225,0,0,0,0,0,0,0,0,0,0,0
Eif1-ps1,chr14,40006220,40006549,+,329,4,14,16,8,10,28,15,23,21,28,19
Gm25012,chr14,40009902,40010065,+,163,0,0,0,0,0,1,0,3,0,1,1
Gm22191,chr14,40215132,40215241,-,109,0,0,0,0,0,0,0,0,0,0,0
Gm4817,chr14,40294120,40295530,-,1410,0,0,0,0,0,1,2,1,0,8,0
Gm22726,chr14,40318072,40318250,-,178,0,0,0,0,0,5,0,4,0,1,0
Gm48028,chr14,40329444,40329717,+,273,0,0,0,0,0,0,0,4,0,0,1
Gm24388,chr14,40421515,40421621,+,106,0,0,0,0,0,0,0,0,0,1,1
Gm2791,chr14,40449117,40449621,+,504,0,0,0,0,0,3,0,0,0,0,0
Gm5205,chr14,40557238,40558240,+,1002,0,0,0,0,0,11,1,29,0,9,4
Gm48040,chr14,40747227,40748499,+,1272,0,0,0,0,0,1,0,2,0,1,0
Sh2d4b,chr14,40813789,40893266,-,79477,0,0,0,0,30,18,0,35,19,23,14
Tspan14,chr14,40906445,40966807,-,60362,2323,3258,3256,3349,5016,5796,5370,5461,3613,5176,4376
Prxl2a,chr14,40993740,41013788,-,20048,13,140,92,107,69,83,173,142,176,130,154
Dydc2,chr14,41049117,41069208,-,20091,0,0,0,0,0,0,0,2,0,3,1
Gm47547,chr14,41053653,41061614,+,7961,0,0,0,0,0,4,8,0,0,0,0
Dydc1,chr14,41072911,41092197,+,19286,0,0,0,0,0,1,0,6,0,2,2
Mat1a,chr14,41105035,41124412,+,19377,0,0,0,0,0,10,0,8,1,2,0
Sftpa1,chr14,41131782,41136452,+,4670,0,0,0,0,0,32,0,17,0,15,5
Gm7920,chr14,41148912,41149104,+,192,0,0,0,0,0,0,0,0,0,0,1
Mbl1,chr14,41151458,41159601,+,8143,0,0,0,0,0,1,0,1,1,7,0
Sftpd,chr14,41172214,41185149,-,12935,0,0,0,0,0,30,0,13,4,24,1
Gm47114,chr14,41191401,41191653,-,252,0,0,0,0,0,0,0,4,0,0,0
Gm7925,chr14,41219463,41221651,-,2188,0,0,0,0,0,0,0,0,0,2,0
Gm22823,chr14,41247686,41247792,+,106,0,0,0,0,0,0,0,0,0,0,0
Gm2832,chr14,41278805,41288815,+,10010,0,0,0,0,0,1,0,2,0,3,1
Gm9671,chr14,41307354,41309643,-,2289,0,0,0,0,0,3,0,2,0,1,0
Gm5798,chr14,41348609,41356839,+,8230,0,0,0,0,0,1,0,2,0,3,0
Gm2855,chr14,41370175,41372374,-,2199,0,0,0,0,0,0,0,0,0,0,1
Gm7945,chr14,41381628,41386379,-,4751,0,0,0,0,0,1,0,0,0,0,0
Gm6482,chr14,41402885,41408281,-,5396,0,0,0,0,0,0,0,0,0,0,0
Gm7953,chr14,41436816,41439018,-,2202,0,0,0,0,0,0,0,0,0,0,0
Gm7954,chr14,41448203,41453518,-,5315,0,0,0,0,0,4,0,1,0,0,0
Gm2878,chr14,41473616,41475917,-,2301,0,0,0,0,0,1,0,0,0,0,0
Gm3486,chr14,41484232,41489485,-,5253,0,0,0,0,0,0,0,0,0,3,0
Gm6490,chr14,41517217,41519215,+,1998,0,0,0,0,0,4,0,8,0,0,0
Gm17061,chr14,41538031,41540815,-,2784,0,0,0,0,0,0,0,2,0,0,0
Gm7970,chr14,41550120,41555583,-,5463,0,0,0,0,0,1,0,0,0,0,0
1700049E17Rik2,chr14,41573211,41581305,+,8094,0,0,0,0,0,0,0,1,0,0,0
Gm17159,chr14,41608857,41611107,-,2250,0,0,0,0,0,0,0,6,0,3,0
Gm3072,chr14,41619286,41624612,-,5326,0,0,0,0,0,0,0,4,0,0,0
Gm3077,chr14,41631680,41633816,-,2136,0,0,0,0,0,0,0,3,0,0,0
Gm3676,chr14,41641179,41646487,-,5308,0,0,0,0,0,0,0,0,0,0,0
Gm8065,chr14,41673751,41676835,+,3084,0,0,0,0,0,2,0,0,0,0,0
Gm8068,chr14,41696393,41701885,-,5492,0,0,0,0,0,2,0,2,2,1,0
Gm7929,chr14,41745917,41750614,-,4697,0,0,0,0,0,0,1,0,0,0,0
Gm47189,chr14,41767172,41772441,-,5269,0,0,0,0,0,0,0,0,0,0,0
Gm17062,chr14,41889687,41892459,-,2772,0,0,0,0,0,0,0,0,0,0,0
Gm7980,chr14,41901813,41907290,-,5477,0,0,0,0,0,0,0,0,0,1,0
1700049E17Rik1,chr14,41924949,41933041,+,8092,0,0,0,0,0,0,0,2,0,0,0
1700024B05Rik,chr14,41943995,42003821,+,59826,0,0,0,0,0,5,0,10,3,2,3
Gm9890,chr14,41946433,41948671,-,2238,0,0,0,0,0,0,0,0,0,0,0
Gm6401,chr14,41962708,41967927,-,5219,0,0,0,0,0,2,0,0,0,0,0
Gm3543,chr14,41977873,41983325,-,5452,0,0,0,0,0,0,0,0,3,0,0
Gm17063,chr14,42025476,42027672,-,2196,0,0,0,0,0,0,0,0,0,0,0
Gm2930,chr14,42037609,42040012,-,2403,0,0,0,0,0,5,0,0,0,0,0
Gm7991,chr14,42067059,42070137,+,3078,0,0,0,0,0,1,0,0,0,0,0
1700091H14Rik,chr14,42089750,42095277,-,5527,0,0,0,0,0,2,0,2,1,0,0
Gm7951,chr14,42111963,42117369,-,5406,0,0,0,0,0,0,0,0,2,0,0
Gm17064,chr14,42145893,42148119,-,2226,0,0,0,0,0,0,0,0,0,0,0
Gm17027,chr14,42157290,42162622,-,5332,0,0,0,0,0,1,0,0,0,0,0
Gm17166,chr14,42175704,42178006,-,2302,0,0,0,0,0,0,0,2,0,0,0
Gm3573,chr14,42185391,42190791,-,5400,0,0,0,0,0,0,0,0,0,0,0
Gm17165,chr14,42218285,42220283,+,1998,0,0,0,0,0,3,0,9,0,0,0
Gm17038,chr14,42243217,42245444,-,2227,0,0,0,0,0,0,0,1,0,2,0
Gm17026,chr14,42254659,42260048,-,5389,0,0,0,0,0,1,0,1,0,2,0
Gm25208,chr14,42274419,42274539,-,120,0,0,0,0,0,0,0,0,0,1,0
Gm25892,chr14,42280342,42280462,-,120,0,0,0,0,0,0,0,0,0,0,0
Gm9611,chr14,42291907,42297358,-,5451,0,0,0,0,0,2,0,1,0,1,0
Gm7995,chr14,42310210,42325394,+,15184,0,0,0,0,0,0,0,0,0,0,0
Gm17164,chr14,42359209,42361450,-,2241,0,0,0,0,0,0,0,0,0,0,0
Gm2951,chr14,42371350,42373777,-,2427,0,0,0,0,0,1,0,1,0,0,0
Gm2959,chr14,42411451,42414526,+,3075,0,0,0,0,0,0,0,0,0,0,0
Gm8005,chr14,42434156,42439673,-,5517,0,0,0,0,0,2,0,4,1,4,0
Gm49360,chr14,42452905,42453082,+,177,0,0,0,0,0,0,0,0,0,0,0
Gm8011,chr14,42463881,42472122,+,8241,0,0,0,0,0,3,0,3,0,0,0
Gm2966,chr14,42485417,42487658,-,2241,0,0,0,0,0,0,0,0,0,0,1
Gm8020,chr14,42496884,42502349,-,5465,0,0,0,0,0,0,0,2,0,0,0
Gm8024,chr14,42518878,42524282,-,5404,0,0,0,0,0,0,0,0,1,0,0
Gm48134,chr14,42543472,42543704,+,232,0,0,0,0,0,0,0,0,1,0,0
Gm8032,chr14,42557051,42560015,+,2964,0,0,0,0,0,0,0,2,0,0,0
Gm17204,chr14,42582988,42585202,-,2214,0,0,0,0,0,0,0,4,0,0,0
Gm17124,chr14,42594502,42599882,-,5380,0,0,0,0,0,0,0,0,0,1,0
Gm25228,chr14,42614226,42614346,-,120,0,0,0,0,0,0,0,0,0,0,0
Gm23620,chr14,42624917,42625037,-,120,0,0,0,0,0,0,0,0,0,0,0
Gm3633,chr14,42636467,42641917,-,5450,0,0,0,0,0,0,0,0,0,0,0
Gm10378,chr14,42655938,42663605,+,7667,0,0,0,0,0,0,0,0,0,0,0
Gm17162,chr14,42685234,42687469,-,2235,0,0,0,0,0,0,0,0,0,0,0
Gm5929,chr14,42697337,42699767,-,2430,0,0,0,0,0,1,0,4,0,1,2
Gm3008,chr14,42728272,42731344,+,3072,0,0,0,0,0,0,0,0,0,1,0
Gm17161,chr14,42752315,42754334,-,2019,0,0,0,0,0,0,0,0,0,0,0
Gm3015,chr14,42763525,42768821,-,5296,0,0,0,0,0,0,0,1,0,0,0
Gm3025,chr14,42782883,42785217,-,2334,0,0,0,0,0,0,0,0,0,0,0
Gm10377,chr14,42792568,42797987,-,5419,0,0,0,0,0,0,0,0,0,0,0
Gm7152,chr14,42825371,42828470,+,3099,0,0,0,0,0,0,0,0,0,0,0
Gm21977,chr14,42847980,42853477,-,5497,0,0,0,0,0,1,0,2,3,4,0
Gm48217,chr14,42866650,42866857,+,207,0,0,0,0,0,0,0,0,0,0,0
Gm3102,chr14,42976995,42979191,-,2196,0,0,0,0,0,1,0,0,0,1,0
Gm8082,chr14,42988342,42993624,-,5282,0,0,0,0,0,0,0,0,0,0,0
Gm3111,chr14,43000499,43002836,-,2337,0,0,0,0,0,0,0,1,0,0,0
Gm10376,chr14,43010188,43015628,-,5440,0,0,0,0,0,1,0,0,0,1,0
Gm6536,chr14,43042970,43045946,+,2976,0,0,0,0,0,0,0,1,0,0,0
Gm3123,chr14,43060214,43062467,-,2253,0,0,0,0,0,1,0,1,0,1,2
Gm8094,chr14,43071142,43076643,-,5501,0,0,0,0,0,1,0,0,0,4,0
Gm49873,chr14,43089445,43109217,+,19772,0,0,0,0,0,0,0,0,0,3,0
Gm8104,chr14,43100601,43115190,+,14589,0,0,0,0,0,1,0,7,0,3,1
Cdv3-ps,chr14,43120937,43122471,-,1534,0,0,1,1,1,3,2,2,1,3,2
Gm49135,chr14,43131404,43146687,+,15283,0,0,0,0,0,2,0,1,0,0,0
Gm8114,chr14,43133466,43135689,-,2223,0,0,0,0,0,2,0,0,0,0,0
Gm3141,chr14,43147487,43149893,-,2406,0,0,0,0,0,0,0,0,0,0,0
Gm49141,chr14,43168628,43178007,+,9379,0,0,0,0,0,0,0,0,0,0,0
Gm7233,chr14,43179867,43187988,+,8121,0,0,0,0,0,0,0,4,0,2,0
Gm7316,chr14,43211909,43214147,-,2238,0,0,0,0,0,0,0,8,0,0,0
Gm8122,chr14,43229832,43235304,-,5472,0,0,0,0,0,0,0,4,0,0,0
Gm49146,chr14,43250590,43258804,+,8214,0,0,0,0,0,1,0,5,2,3,0
Gm8126,chr14,43258649,43266799,+,8150,0,0,0,0,0,3,0,4,2,4,1
Gm9732,chr14,43275036,43306011,+,30975,0,0,0,0,0,22,2,29,5,36,13
Gm17153,chr14,43277419,43279645,-,2226,0,0,0,0,0,1,0,18,2,5,1
Gm8127,chr14,43288312,43293832,-,5520,0,0,0,0,0,1,0,4,0,1,0
Gm17155,chr14,43318175,43320397,-,2222,0,0,0,0,0,0,0,2,0,1,0
Gm17154,chr14,43332701,43334975,-,2274,0,0,0,0,0,4,0,4,0,0,1
1700001F09Rik,chr14,43342383,43347811,-,5428,0,0,0,0,0,0,0,1,0,0,0
Gm9597,chr14,43386214,43394024,+,7810,0,0,0,0,0,7,0,2,0,4,0
Gm49315,chr14,43399151,43400147,-,996,0,0,0,0,0,0,0,0,0,0,0
Gm8138,chr14,43410827,43416350,-,5523,0,0,0,0,0,0,0,0,0,0,0
Gm49072,chr14,43500011,43501007,-,996,0,0,0,0,0,0,0,0,0,0,0
Gm21162,chr14,43513572,43517207,-,3635,0,0,0,0,0,0,0,0,0,0,0
Gm5799,chr14,43543576,43551213,+,7637,0,0,0,0,0,4,0,1,0,0,0
Gm3216,chr14,43562300,43564547,-,2247,0,0,0,0,0,0,0,0,0,1,1
Gm17654,chr14,43573843,43579146,-,5303,0,0,0,0,0,2,0,3,0,1,0
Gm3221,chr14,43593005,43595276,-,2271,0,0,0,0,0,0,0,0,0,0,0
Gm10375,chr14,43602627,43608013,-,5386,0,0,0,0,0,0,0,0,0,0,0
Gm8046,chr14,43635674,43638776,+,3102,0,0,0,0,0,1,0,0,0,0,0
Gm21154,chr14,43646251,43673065,+,26814,0,0,0,0,0,8,0,11,1,1,3
Gm8161,chr14,43653029,43655027,-,1998,0,0,0,0,0,0,0,2,0,0,3
Gm8165,chr14,43671962,43677199,-,5237,0,0,0,0,0,0,0,5,0,0,0
Gm7324,chr14,43697828,43715378,+,17550,6,0,4,1,1,31,14,40,21,30,13
Gm9672,chr14,43700269,43702426,-,2157,0,0,0,0,0,0,0,3,0,3,4
Gm17208,chr14,43713383,43715579,+,2196,0,0,0,0,0,5,0,8,0,7,0
Gm16506,chr14,43722253,43727485,-,5232,0,0,0,0,0,0,0,0,0,0,0
Gm49078,chr14,43730063,43731362,+,1299,0,0,0,0,0,0,0,0,0,0,0
Gm49080,chr14,43736459,43736660,+,201,0,0,0,0,0,1,0,0,0,0,0
Gm6526,chr14,43747866,43755948,+,8082,0,0,0,0,0,3,0,5,0,3,2
Gm49965,chr14,43762152,43909143,+,146991,0,0,0,0,0,8,0,14,2,1,0
Gm9587,chr14,43768934,43771115,-,2181,0,0,0,0,0,2,0,4,0,0,0
Gm8180,chr14,43779488,43784745,-,5257,0,0,0,0,0,5,0,5,0,4,1
Gm49082,chr14,43787317,43788616,+,1299,0,0,0,0,0,0,0,0,0,0,0
Gm49081,chr14,43797289,43797490,+,201,0,0,0,0,0,0,0,0,0,0,0
Gm41138,chr14,43798448,43800750,-,2302,0,0,0,0,0,0,0,1,0,1,0
Gm49083,chr14,43804696,43812383,-,7687,0,0,0,0,0,1,1,3,0,3,0
Ear1,chr14,43818765,43875517,-,56752,0,0,0,0,0,1,0,3,0,2,2
Ear-ps12,chr14,43853729,43854179,-,450,0,0,0,0,0,2,0,1,0,4,0
Ang-ps2,chr14,43864917,43865349,+,432,0,0,0,0,0,1,0,2,0,2,0
Ear-ps9,chr14,43874875,43875537,-,662,0,0,0,0,0,0,0,0,0,0,0
Ear-ps8,chr14,43901685,43902038,-,353,0,0,0,0,0,1,0,0,0,0,0
Ang-ps3,chr14,43912992,43913424,+,432,0,0,0,0,0,1,0,0,0,0,0
Ear10,chr14,43922720,43923559,-,839,0,0,0,0,0,1,0,0,0,1,0
Gm8113,chr14,43925390,43933411,+,8021,2,0,0,0,0,1,0,5,9,3,2
Gm9550,chr14,43940997,43941858,+,861,0,0,0,0,0,3,0,5,0,3,0
Ang5,chr14,43957069,43963072,+,6003,0,0,0,0,0,0,0,0,0,0,0
Ear-ps7,chr14,43969077,43969518,-,441,0,0,0,0,0,0,0,0,0,1,0
Gm49087,chr14,43979713,43987466,-,7753,0,0,0,0,0,43,0,71,5,41,10
Ear-ps10,chr14,43991714,43992173,+,459,0,0,0,0,0,0,0,3,0,1,0
Ang6,chr14,44001826,44002269,-,443,0,0,0,0,0,0,0,0,0,0,0
Gm8194,chr14,44021600,44022458,-,858,0,0,0,0,0,4,0,4,0,0,0
Gm3287,chr14,44026002,44037526,-,11524,0,0,0,0,0,1,0,5,0,3,1
Ear-ps2,chr14,44046985,44047450,+,465,0,0,0,0,0,1,0,2,0,0,0
Ang-ps1,chr14,44056983,44057418,-,435,0,0,0,0,0,0,0,0,0,0,0
Gm49099,chr14,44074083,44075921,-,1838,0,0,0,0,0,0,0,3,0,1,0
Gm16545,chr14,44074561,44075023,+,462,0,0,0,0,0,0,0,1,0,1,0
Gm49101,chr14,44092634,44103915,-,11281,0,0,0,0,0,0,0,0,1,5,1
Ear2,chr14,44102654,44103534,+,880,0,0,0,16,0,2,2,1,5,9,20
Gm49102,chr14,44113360,44117887,+,4527,0,0,0,0,0,0,0,0,0,0,0
Gm49103,chr14,44116576,44116777,-,201,0,0,0,0,0,0,0,0,0,0,0
Gm18216,chr14,44120072,44121253,-,1181,0,0,0,0,0,0,0,1,0,0,0
Gm3327,chr14,44123851,44129043,+,5192,0,0,0,0,0,2,0,0,0,0,0
Gm8207,chr14,44138385,44140545,+,2160,0,0,0,0,0,1,0,4,1,0,1
4930503E14Rik,chr14,44163169,44213254,-,50085,0,0,0,0,0,12,0,17,0,1,1
1700047E10Rik,chr14,44191607,44213237,-,21630,0,0,0,0,0,1,0,2,0,0,1
Gm8212,chr14,44197661,44203133,+,5472,0,0,0,0,0,6,0,5,0,3,1
Gm49104,chr14,44210608,44210861,+,253,0,0,0,0,0,18,0,14,0,20,0
Gm32857,chr14,44226217,44315511,-,89294,0,0,0,0,0,0,0,0,0,0,0
Gm49110,chr14,44230931,44231161,-,230,0,0,0,0,0,1,0,1,0,0,0
Gm6532,chr14,44265044,44265602,+,558,0,0,0,0,0,5,2,4,0,8,3
Gm49111,chr14,44275579,44275796,-,217,0,0,0,0,0,0,0,0,0,2,0
Gm8220,chr14,44285580,44291068,+,5488,0,0,0,0,0,9,0,5,0,3,0
Gm49109,chr14,44306134,44306443,-,309,0,0,0,0,0,0,1,0,0,0,0
Gm8224,chr14,44307689,44309906,+,2217,0,0,0,0,0,0,0,1,0,0,0
Gm5930,chr14,44330442,44338584,-,8142,0,0,0,0,0,3,0,6,0,2,0
Gm8229,chr14,44365357,44370841,+,5484,0,0,0,0,0,1,0,9,0,1,2
Gm3370,chr14,44379870,44382093,+,2223,0,0,0,0,0,0,0,0,0,1,0
Gm3371,chr14,44402671,44410688,-,8017,0,0,0,0,0,2,0,8,0,0,0
Gm8232,chr14,44433635,44439086,+,5451,0,0,0,0,0,0,0,1,0,1,0
Gm49779,chr14,44440402,44452387,-,11985,0,0,0,0,0,11,0,19,0,7,0
Gm21991,chr14,44447792,44450009,+,2217,0,0,0,0,0,3,0,5,0,3,0
Gm17184,chr14,44472516,44535359,-,62843,0,0,0,0,0,3,1,4,0,4,3
BC061237,chr14,44492463,44506345,+,13882,0,0,0,0,0,3,0,4,0,2,1
Gm17093,chr14,44518276,44523444,+,5168,0,0,0,0,0,2,0,0,0,2,6
Gm17183,chr14,44530797,44533002,+,2205,0,0,0,0,0,0,0,2,0,3,0
AC160336.1,chr14,44544055,44637201,-,93146,1,1,2,3,2,80,7,112,18,60,16
Gm5624,chr14,44556795,44627938,-,71143,0,0,0,0,0,0,0,0,0,0,0
Gm8247,chr14,44583153,44588402,+,5249,0,0,0,0,0,0,0,0,0,0,0
Gm16439,chr14,44596665,44597228,+,563,0,0,0,0,0,0,0,0,0,0,0
Gm8256,chr14,44613533,44618904,+,5371,0,0,0,0,0,0,0,0,0,0,0
Gm9593,chr14,44623288,44625490,+,2202,0,0,0,0,0,0,0,0,0,0,0
Gm8257,chr14,44649204,44706456,-,57252,0,0,0,0,0,8,0,15,0,7,6
Gm21754,chr14,44687491,44689874,+,2383,0,0,0,0,0,0,0,2,0,3,2
Gm6541,chr14,44701858,44704087,+,2229,0,0,0,0,0,0,0,1,0,0,0
Gm8267,chr14,44716838,44750340,-,33502,0,0,0,0,0,5,0,14,0,9,1
Gm34060,chr14,44750440,44767598,+,17158,0,0,0,0,0,1,0,1,0,0,1
Gm49142,chr14,44753446,44753631,+,185,0,0,0,0,0,2,0,0,0,0,1
Gm17187,chr14,44777463,44779762,+,2299,0,0,0,0,0,0,0,0,0,0,0
Gm49143,chr14,44782571,44783601,-,1030,0,0,0,0,0,0,0,0,0,0,0
Gm17070,chr14,44804701,44805484,-,783,0,0,0,0,0,0,0,3,0,0,0
Gm49145,chr14,44821886,44834142,+,12256,0,0,0,0,0,1,0,0,0,2,0
Gm34198,chr14,44846050,44846350,+,300,0,0,0,0,0,1,0,0,0,0,0
Ptgdr,chr14,44851235,44859375,-,8140,0,0,0,0,0,0,0,1,0,0,2
Gm16976,chr14,44858671,44974944,+,116273,0,0,0,0,0,14,1,29,7,7,7
Gm18524,chr14,44905748,44906516,+,768,0,0,0,0,0,0,0,0,1,1,2
Gm49148,chr14,44933163,44934206,+,1043,0,0,0,0,0,0,0,0,0,0,0
Gm49147,chr14,44939102,44939266,-,164,0,0,0,0,0,0,0,0,0,0,0
Mir327,chr14,44947443,44947511,-,68,0,0,0,0,0,1,0,0,1,0,0
4930431P03Rik,chr14,44955215,44961326,-,6111,0,0,0,0,0,0,3,0,2,0,0
Gm49364,chr14,44955217,44989699,-,34482,0,0,0,0,0,1,0,0,0,0,1
Gm17173,chr14,44972268,45006900,-,34632,0,53,0,0,0,5,18,2,30,2,36
Ptger2,chr14,44988195,45003820,+,15625,244,337,251,39,258,41,387,21,267,34,356
Gm49180,chr14,45056497,45102094,-,45597,0,0,0,0,0,0,0,0,0,1,0
Gm21010,chr14,45090615,45091900,+,1285,0,0,0,0,0,8,0,13,0,13,1
Gm49181,chr14,45113704,45114112,-,408,0,0,0,0,0,0,0,1,0,0,0
Gm49183,chr14,45114401,45114708,-,307,0,0,0,0,0,1,0,0,0,0,0
Gm49184,chr14,45130034,45130384,+,350,0,0,0,0,0,0,0,0,0,0,0
Txndc16,chr14,45133465,45220328,-,86863,290,497,253,742,221,261,675,344,741,370,806
Gm15765,chr14,45211523,45212432,+,909,0,0,0,0,0,0,0,0,2,1,0
Gpr137c,chr14,45219717,45282725,+,63008,21,8,32,1,0,15,19,21,39,27,49
Gm49194,chr14,45273250,45274723,+,1473,0,0,0,0,0,0,1,1,0,0,0
Ero1l,chr14,45283087,45318771,-,35684,1372,1893,1234,1414,1921,750,1778,914,1528,781,2022
Psmc6,chr14,45329788,45349705,+,19917,1737,2157,1789,2705,2288,1467,2294,1614,2198,2230,2665
Styx,chr14,45351093,45422820,+,71727,13,45,27,57,16,50,79,54,140,48,156
Gnpnat1,chr14,45376334,45404913,-,28579,0,1,4,1,0,4,9,4,10,3,9
Gm25353,chr14,45404840,45404960,-,120,0,0,0,0,0,0,0,0,0,0,0
Gm34250,chr14,45442754,45447073,-,4319,0,0,0,0,0,5,0,0,2,7,1
Fermt2,chr14,45458795,45530118,-,71323,0,0,0,0,0,33,0,43,4,19,26
Gm22637,chr14,45461363,45461645,-,282,0,0,0,0,0,0,0,0,0,0,0
9630050E16Rik,chr14,45484645,45492085,-,7440,0,0,0,0,0,17,0,21,2,9,2
4930527F14Rik,chr14,45530358,45562933,+,32575,0,0,0,0,0,4,0,0,0,4,1
Gm41144,chr14,45541173,45543567,-,2394,0,0,0,0,0,0,0,0,0,1,0
Gm5206,chr14,45546408,45558330,-,11922,0,0,0,0,1,2,0,7,2,3,2
Gm49123,chr14,45551838,45554402,-,2564,0,0,0,0,0,1,0,0,0,0,0
Gm15601,chr14,45563834,45598512,+,34678,10,0,0,9,0,10,19,9,14,18,9
Gm49124,chr14,45565531,45586120,+,20589,0,0,0,12,0,9,1,12,8,3,4
Ddhd1,chr14,45588467,45658143,-,69676,334,590,451,547,634,530,1161,607,1125,472,1483
